MITRE ATT&CK Tactic,MITRE ATT&CK Technique,Description,Windows Event IDs,Threat Name/Tool/CVE,Question,Answer
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,Network share permissions changed,5143,,What behavior indicates the use of T1222.001-File and Directory Permissions Modification?,"The behavior indicating the use of T1222.001-File and Directory Permissions Modification includes events such as 'Network share permissions changed', often marked by Event ID(s) 5143."
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,Network share permissions changed,5143,,What patterns might signify T1222.001-File and Directory Permissions Modification activity?,"Patterns that may signify T1222.001-File and Directory Permissions Modification activity include log entries of Event ID(s) 5143, particularly descriptions like 'Network share permissions changed'."
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,Network share permissions changed,5143,,How can an organization respond to detections of Network share permissions changed?,Organizations can respond to detections of 'Network share permissions changed' by monitoring Event ID(s) 5143 and implementing mitigations against T1222.001-File and Directory Permissions Modification.
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,Network share permissions changed,5143,,What preventive actions can reduce the risk of T1222.001-File and Directory Permissions Modification?,Preventive actions that can reduce the risk of T1222.001-File and Directory Permissions Modification include proactive monitoring for Network share permissions changed and event ID(s) 5143.
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,OCSP security settings changed,5124(OCSP),,What events indicate OCSP security settings changed?,The events that indicate 'OCSP security settings changed' include Event ID(s) 5124(OCSP).
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,OCSP security settings changed,5124(OCSP),,Which Event ID(s) should be monitored for OCSP security settings changed?,"To monitor for 'OCSP security settings changed', look for Event ID(s) 5124(OCSP)."
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,OCSP security settings changed,5124(OCSP),,Which tools or threats are associated with the technique T1222.001-File and Directory Permissions Modification?,The tools or threats associated with T1222.001-File and Directory Permissions Modification include nan.
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,OCSP security settings changed,5124(OCSP),,What vulnerabilities are related to T1222.001-File and Directory Permissions Modification?,The vulnerabilities related to T1222.001-File and Directory Permissions Modification include nan.
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,OCSP security settings changed,5124(OCSP),,What does it mean when OCSP security settings changed appears in logs?,"When 'OCSP security settings changed' appears in logs, it indicates an occurrence of Event ID(s) 5124(OCSP) under tactic TA0005-Defense Evasion and technique T1222.001-File and Directory Permissions Modification."
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,OCSP security settings changed,5124(OCSP),,In which scenarios might OCSP security settings changed be detected?,"'OCSP security settings changed' might be detected in scenarios involving the T1222.001-File and Directory Permissions Modification technique under the TA0005-Defense Evasion tactic, possibly related to threat(s) nan."
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,OCSP security settings changed,5124(OCSP),,What behavior indicates the use of T1222.001-File and Directory Permissions Modification?,"The behavior indicating the use of T1222.001-File and Directory Permissions Modification includes events such as 'OCSP security settings changed', often marked by Event ID(s) 5124(OCSP)."
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,OCSP security settings changed,5124(OCSP),,What patterns might signify T1222.001-File and Directory Permissions Modification activity?,"Patterns that may signify T1222.001-File and Directory Permissions Modification activity include log entries of Event ID(s) 5124(OCSP), particularly descriptions like 'OCSP security settings changed'."
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,OCSP security settings changed,5124(OCSP),,How can an organization respond to detections of OCSP security settings changed?,Organizations can respond to detections of 'OCSP security settings changed' by monitoring Event ID(s) 5124(OCSP) and implementing mitigations against T1222.001-File and Directory Permissions Modification.
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,OCSP security settings changed,5124(OCSP),,What preventive actions can reduce the risk of T1222.001-File and Directory Permissions Modification?,Preventive actions that can reduce the risk of T1222.001-File and Directory Permissions Modification include proactive monitoring for OCSP security settings changed and event ID(s) 5124(OCSP).
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,Permissions changed on a GPO,5136,,What events indicate Permissions changed on a GPO?,The events that indicate 'Permissions changed on a GPO' include Event ID(s) 5136.
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,Permissions changed on a GPO,5136,,Which Event ID(s) should be monitored for Permissions changed on a GPO?,"To monitor for 'Permissions changed on a GPO', look for Event ID(s) 5136."
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,Permissions changed on a GPO,5136,,Which tools or threats are associated with the technique T1222.001-File and Directory Permissions Modification?,The tools or threats associated with T1222.001-File and Directory Permissions Modification include nan.
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,Permissions changed on a GPO,5136,,What vulnerabilities are related to T1222.001-File and Directory Permissions Modification?,The vulnerabilities related to T1222.001-File and Directory Permissions Modification include nan.
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,Permissions changed on a GPO,5136,,What does it mean when Permissions changed on a GPO appears in logs?,"When 'Permissions changed on a GPO' appears in logs, it indicates an occurrence of Event ID(s) 5136 under tactic TA0005-Defense Evasion and technique T1222.001-File and Directory Permissions Modification."
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,Permissions changed on a GPO,5136,,In which scenarios might Permissions changed on a GPO be detected?,"'Permissions changed on a GPO' might be detected in scenarios involving the T1222.001-File and Directory Permissions Modification technique under the TA0005-Defense Evasion tactic, possibly related to threat(s) nan."
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,Permissions changed on a GPO,5136,,What behavior indicates the use of T1222.001-File and Directory Permissions Modification?,"The behavior indicating the use of T1222.001-File and Directory Permissions Modification includes events such as 'Permissions changed on a GPO', often marked by Event ID(s) 5136."
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,Permissions changed on a GPO,5136,,What patterns might signify T1222.001-File and Directory Permissions Modification activity?,"Patterns that may signify T1222.001-File and Directory Permissions Modification activity include log entries of Event ID(s) 5136, particularly descriptions like 'Permissions changed on a GPO'."
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,Permissions changed on a GPO,5136,,How can an organization respond to detections of Permissions changed on a GPO?,Organizations can respond to detections of 'Permissions changed on a GPO' by monitoring Event ID(s) 5136 and implementing mitigations against T1222.001-File and Directory Permissions Modification.
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,Permissions changed on a GPO,5136,,What preventive actions can reduce the risk of T1222.001-File and Directory Permissions Modification?,Preventive actions that can reduce the risk of T1222.001-File and Directory Permissions Modification include proactive monitoring for Permissions changed on a GPO and event ID(s) 5136.
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,"Sensitive GUID related to ""Replicate directory changes"" detected",4662,DCSync,"What events indicate Sensitive GUID related to ""Replicate directory changes"" detected?","The events that indicate 'Sensitive GUID related to ""Replicate directory changes"" detected' include Event ID(s) 4662."
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,"Sensitive GUID related to ""Replicate directory changes"" detected",4662,DCSync,"Which Event ID(s) should be monitored for Sensitive GUID related to ""Replicate directory changes"" detected?","To monitor for 'Sensitive GUID related to ""Replicate directory changes"" detected', look for Event ID(s) 4662."
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,"Sensitive GUID related to ""Replicate directory changes"" detected",4662,DCSync,Which tools or threats are associated with the technique T1222.001-File and Directory Permissions Modification?,The tools or threats associated with T1222.001-File and Directory Permissions Modification include DCSync.
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,"Sensitive GUID related to ""Replicate directory changes"" detected",4662,DCSync,What vulnerabilities are related to T1222.001-File and Directory Permissions Modification?,The vulnerabilities related to T1222.001-File and Directory Permissions Modification include DCSync.
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,"Sensitive GUID related to ""Replicate directory changes"" detected",4662,DCSync,"What does it mean when Sensitive GUID related to ""Replicate directory changes"" detected appears in logs?","When 'Sensitive GUID related to ""Replicate directory changes"" detected' appears in logs, it indicates an occurrence of Event ID(s) 4662 under tactic TA0005-Defense Evasion and technique T1222.001-File and Directory Permissions Modification."
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,"Sensitive GUID related to ""Replicate directory changes"" detected",4662,DCSync,"In which scenarios might Sensitive GUID related to ""Replicate directory changes"" detected be detected?","'Sensitive GUID related to ""Replicate directory changes"" detected' might be detected in scenarios involving the T1222.001-File and Directory Permissions Modification technique under the TA0005-Defense Evasion tactic, possibly related to threat(s) DCSync."
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,"Sensitive GUID related to ""Replicate directory changes"" detected",4662,DCSync,What behavior indicates the use of T1222.001-File and Directory Permissions Modification?,"The behavior indicating the use of T1222.001-File and Directory Permissions Modification includes events such as 'Sensitive GUID related to ""Replicate directory changes"" detected', often marked by Event ID(s) 4662."
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,"Sensitive GUID related to ""Replicate directory changes"" detected",4662,DCSync,What patterns might signify T1222.001-File and Directory Permissions Modification activity?,"Patterns that may signify T1222.001-File and Directory Permissions Modification activity include log entries of Event ID(s) 4662, particularly descriptions like 'Sensitive GUID related to ""Replicate directory changes"" detected'."
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,"Sensitive GUID related to ""Replicate directory changes"" detected",4662,DCSync,"How can an organization respond to detections of Sensitive GUID related to ""Replicate directory changes"" detected?","Organizations can respond to detections of 'Sensitive GUID related to ""Replicate directory changes"" detected' by monitoring Event ID(s) 4662 and implementing mitigations against T1222.001-File and Directory Permissions Modification."
TA0005-Defense Evasion,T1222.001-File and Directory Permissions Modification,"Sensitive GUID related to ""Replicate directory changes"" detected",4662,DCSync,What preventive actions can reduce the risk of T1222.001-File and Directory Permissions Modification?,"Preventive actions that can reduce the risk of T1222.001-File and Directory Permissions Modification include proactive monitoring for Sensitive GUID related to ""Replicate directory changes"" detected and event ID(s) 4662."
TA0005-Defense Evasion,T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking,Suspicious SIP or trust provider registration,12 or 12,,What events indicate Suspicious SIP or trust provider registration?,The events that indicate 'Suspicious SIP or trust provider registration' include Event ID(s) 12 or 12.
TA0005-Defense Evasion,T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking,Suspicious SIP or trust provider registration,12 or 12,,Which Event ID(s) should be monitored for Suspicious SIP or trust provider registration?,"To monitor for 'Suspicious SIP or trust provider registration', look for Event ID(s) 12 or 12."
TA0005-Defense Evasion,T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking,Suspicious SIP or trust provider registration,12 or 12,,Which tools or threats are associated with the technique T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking?,The tools or threats associated with T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking include nan.
TA0005-Defense Evasion,T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking,Suspicious SIP or trust provider registration,12 or 12,,What vulnerabilities are related to T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking?,The vulnerabilities related to T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking include nan.
TA0005-Defense Evasion,T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking,Suspicious SIP or trust provider registration,12 or 12,,What does it mean when Suspicious SIP or trust provider registration appears in logs?,"When 'Suspicious SIP or trust provider registration' appears in logs, it indicates an occurrence of Event ID(s) 12 or 12 under tactic TA0005-Defense Evasion and technique T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking."
TA0005-Defense Evasion,T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking,Suspicious SIP or trust provider registration,12 or 12,,In which scenarios might Suspicious SIP or trust provider registration be detected?,"'Suspicious SIP or trust provider registration' might be detected in scenarios involving the T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking technique under the TA0005-Defense Evasion tactic, possibly related to threat(s) nan."
TA0005-Defense Evasion,T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking,Suspicious SIP or trust provider registration,12 or 12,,What behavior indicates the use of T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking?,"The behavior indicating the use of T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking includes events such as 'Suspicious SIP or trust provider registration', often marked by Event ID(s) 12 or 12."
TA0005-Defense Evasion,T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking,Suspicious SIP or trust provider registration,12 or 12,,What patterns might signify T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking activity?,"Patterns that may signify T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking activity include log entries of Event ID(s) 12 or 12, particularly descriptions like 'Suspicious SIP or trust provider registration'."
TA0005-Defense Evasion,T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking,Suspicious SIP or trust provider registration,12 or 12,,How can an organization respond to detections of Suspicious SIP or trust provider registration?,Organizations can respond to detections of 'Suspicious SIP or trust provider registration' by monitoring Event ID(s) 12 or 12 and implementing mitigations against T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking.
TA0005-Defense Evasion,T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking,Suspicious SIP or trust provider registration,12 or 12,,What preventive actions can reduce the risk of T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking?,Preventive actions that can reduce the risk of T1553.003- Subvert Trust Controls: SIP and Trust Provider Hijacking include proactive monitoring for Suspicious SIP or trust provider registration and event ID(s) 12 or 12.
TA0005-Defense Evasion,T1562.001-Impair Defenses: Disable or Modify Tools,Unload SYSMON driver,1,,What events indicate Unload SYSMON driver?,The events that indicate 'Unload SYSMON driver' include Event ID(s) 1.
TA0005-Defense Evasion,T1562.001-Impair Defenses: Disable or Modify Tools,Unload SYSMON driver,1,,Which Event ID(s) should be monitored for Unload SYSMON driver?,"To monitor for 'Unload SYSMON driver', look for Event ID(s) 1."
TA0005-Defense Evasion,T1562.001-Impair Defenses: Disable or Modify Tools,Unload SYSMON driver,1,,Which tools or threats are associated with the technique T1562.001-Impair Defenses: Disable or Modify Tools?,The tools or threats associated with T1562.001-Impair Defenses: Disable or Modify Tools include nan.
TA0005-Defense Evasion,T1562.001-Impair Defenses: Disable or Modify Tools,Unload SYSMON driver,1,,What vulnerabilities are related to T1562.001-Impair Defenses: Disable or Modify Tools?,The vulnerabilities related to T1562.001-Impair Defenses: Disable or Modify Tools include nan.
TA0005-Defense Evasion,T1562.001-Impair Defenses: Disable or Modify Tools,Unload SYSMON driver,1,,What does it mean when Unload SYSMON driver appears in logs?,"When 'Unload SYSMON driver' appears in logs, it indicates an occurrence of Event ID(s) 1 under tactic TA0005-Defense Evasion and technique T1562.001-Impair Defenses: Disable or Modify Tools."
TA0005-Defense Evasion,T1562.001-Impair Defenses: Disable or Modify Tools,Unload SYSMON driver,1,,In which scenarios might Unload SYSMON driver be detected?,"'Unload SYSMON driver' might be detected in scenarios involving the T1562.001-Impair Defenses: Disable or Modify Tools technique under the TA0005-Defense Evasion tactic, possibly related to threat(s) nan."
TA0005-Defense Evasion,T1562.001-Impair Defenses: Disable or Modify Tools,Unload SYSMON driver,1,,What behavior indicates the use of T1562.001-Impair Defenses: Disable or Modify Tools?,"The behavior indicating the use of T1562.001-Impair Defenses: Disable or Modify Tools includes events such as 'Unload SYSMON driver', often marked by Event ID(s) 1."
TA0005-Defense Evasion,T1562.001-Impair Defenses: Disable or Modify Tools,Unload SYSMON driver,1,,What patterns might signify T1562.001-Impair Defenses: Disable or Modify Tools activity?,"Patterns that may signify T1562.001-Impair Defenses: Disable or Modify Tools activity include log entries of Event ID(s) 1, particularly descriptions like 'Unload SYSMON driver'."
TA0005-Defense Evasion,T1562.001-Impair Defenses: Disable or Modify Tools,Unload SYSMON driver,1,,How can an organization respond to detections of Unload SYSMON driver?,Organizations can respond to detections of 'Unload SYSMON driver' by monitoring Event ID(s) 1 and implementing mitigations against T1562.001-Impair Defenses: Disable or Modify Tools.
TA0005-Defense Evasion,T1562.001-Impair Defenses: Disable or Modify Tools,Unload SYSMON driver,1,,What preventive actions can reduce the risk of T1562.001-Impair Defenses: Disable or Modify Tools?,Preventive actions that can reduce the risk of T1562.001-Impair Defenses: Disable or Modify Tools include proactive monitoring for Unload SYSMON driver and event ID(s) 1.
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: critical security component disabled (command),1 or 4688,,What events indicate Defender: critical security component disabled (command)?,The events that indicate 'Defender: critical security component disabled (command)' include Event ID(s) 1 or 4688.
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: critical security component disabled (command),1 or 4688,,Which Event ID(s) should be monitored for Defender: critical security component disabled (command)?,"To monitor for 'Defender: critical security component disabled (command)', look for Event ID(s) 1 or 4688."
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: critical security component disabled (command),1 or 4688,,Which tools or threats are associated with the technique T1562.001-Impair Defenses-Disable or modify tools?,The tools or threats associated with T1562.001-Impair Defenses-Disable or modify tools include nan.
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: critical security component disabled (command),1 or 4688,,What vulnerabilities are related to T1562.001-Impair Defenses-Disable or modify tools?,The vulnerabilities related to T1562.001-Impair Defenses-Disable or modify tools include nan.
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: critical security component disabled (command),1 or 4688,,What does it mean when Defender: critical security component disabled (command) appears in logs?,"When 'Defender: critical security component disabled (command)' appears in logs, it indicates an occurrence of Event ID(s) 1 or 4688 under tactic TA0005-Defense Evasion and technique T1562.001-Impair Defenses-Disable or modify tools."
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: critical security component disabled (command),1 or 4688,,In which scenarios might Defender: critical security component disabled (command) be detected?,"'Defender: critical security component disabled (command)' might be detected in scenarios involving the T1562.001-Impair Defenses-Disable or modify tools technique under the TA0005-Defense Evasion tactic, possibly related to threat(s) nan."
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: critical security component disabled (command),1 or 4688,,What behavior indicates the use of T1562.001-Impair Defenses-Disable or modify tools?,"The behavior indicating the use of T1562.001-Impair Defenses-Disable or modify tools includes events such as 'Defender: critical security component disabled (command)', often marked by Event ID(s) 1 or 4688."
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: critical security component disabled (command),1 or 4688,,What patterns might signify T1562.001-Impair Defenses-Disable or modify tools activity?,"Patterns that may signify T1562.001-Impair Defenses-Disable or modify tools activity include log entries of Event ID(s) 1 or 4688, particularly descriptions like 'Defender: critical security component disabled (command)'."
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: critical security component disabled (command),1 or 4688,,How can an organization respond to detections of Defender: critical security component disabled (command)?,Organizations can respond to detections of 'Defender: critical security component disabled (command)' by monitoring Event ID(s) 1 or 4688 and implementing mitigations against T1562.001-Impair Defenses-Disable or modify tools.
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: critical security component disabled (command),1 or 4688,,What preventive actions can reduce the risk of T1562.001-Impair Defenses-Disable or modify tools?,Preventive actions that can reduce the risk of T1562.001-Impair Defenses-Disable or modify tools include proactive monitoring for Defender: critical security component disabled (command) and event ID(s) 1 or 4688.
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: critical security component disabled (PowerShell),800 or 4103 or 4104,,What events indicate Defender: critical security component disabled (PowerShell)?,The events that indicate 'Defender: critical security component disabled (PowerShell)' include Event ID(s) 800 or 4103 or 4104.
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: critical security component disabled (PowerShell),800 or 4103 or 4104,,Which Event ID(s) should be monitored for Defender: critical security component disabled (PowerShell)?,"To monitor for 'Defender: critical security component disabled (PowerShell)', look for Event ID(s) 800 or 4103 or 4104."
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: critical security component disabled (PowerShell),800 or 4103 or 4104,,Which tools or threats are associated with the technique T1562.001-Impair Defenses-Disable or modify tools?,The tools or threats associated with T1562.001-Impair Defenses-Disable or modify tools include nan.
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: critical security component disabled (PowerShell),800 or 4103 or 4104,,What vulnerabilities are related to T1562.001-Impair Defenses-Disable or modify tools?,The vulnerabilities related to T1562.001-Impair Defenses-Disable or modify tools include nan.
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: critical security component disabled (PowerShell),800 or 4103 or 4104,,What does it mean when Defender: critical security component disabled (PowerShell) appears in logs?,"When 'Defender: critical security component disabled (PowerShell)' appears in logs, it indicates an occurrence of Event ID(s) 800 or 4103 or 4104 under tactic TA0005-Defense Evasion and technique T1562.001-Impair Defenses-Disable or modify tools."
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: critical security component disabled (PowerShell),800 or 4103 or 4104,,In which scenarios might Defender: critical security component disabled (PowerShell) be detected?,"'Defender: critical security component disabled (PowerShell)' might be detected in scenarios involving the T1562.001-Impair Defenses-Disable or modify tools technique under the TA0005-Defense Evasion tactic, possibly related to threat(s) nan."
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: critical security component disabled (PowerShell),800 or 4103 or 4104,,What behavior indicates the use of T1562.001-Impair Defenses-Disable or modify tools?,"The behavior indicating the use of T1562.001-Impair Defenses-Disable or modify tools includes events such as 'Defender: critical security component disabled (PowerShell)', often marked by Event ID(s) 800 or 4103 or 4104."
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: critical security component disabled (PowerShell),800 or 4103 or 4104,,What patterns might signify T1562.001-Impair Defenses-Disable or modify tools activity?,"Patterns that may signify T1562.001-Impair Defenses-Disable or modify tools activity include log entries of Event ID(s) 800 or 4103 or 4104, particularly descriptions like 'Defender: critical security component disabled (PowerShell)'."
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: critical security component disabled (PowerShell),800 or 4103 or 4104,,How can an organization respond to detections of Defender: critical security component disabled (PowerShell)?,Organizations can respond to detections of 'Defender: critical security component disabled (PowerShell)' by monitoring Event ID(s) 800 or 4103 or 4104 and implementing mitigations against T1562.001-Impair Defenses-Disable or modify tools.
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: critical security component disabled (PowerShell),800 or 4103 or 4104,,What preventive actions can reduce the risk of T1562.001-Impair Defenses-Disable or modify tools?,Preventive actions that can reduce the risk of T1562.001-Impair Defenses-Disable or modify tools include proactive monitoring for Defender: critical security component disabled (PowerShell) and event ID(s) 800 or 4103 or 4104.
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: default action set to allow any threat (PowerShell),800 or 4103 or 4104,,What events indicate Defender: default action set to allow any threat (PowerShell)?,The events that indicate 'Defender: default action set to allow any threat (PowerShell)' include Event ID(s) 800 or 4103 or 4104.
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: default action set to allow any threat (PowerShell),800 or 4103 or 4104,,Which Event ID(s) should be monitored for Defender: default action set to allow any threat (PowerShell)?,"To monitor for 'Defender: default action set to allow any threat (PowerShell)', look for Event ID(s) 800 or 4103 or 4104."
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: default action set to allow any threat (PowerShell),800 or 4103 or 4104,,Which tools or threats are associated with the technique T1562.001-Impair Defenses-Disable or modify tools?,The tools or threats associated with T1562.001-Impair Defenses-Disable or modify tools include nan.
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: default action set to allow any threat (PowerShell),800 or 4103 or 4104,,What vulnerabilities are related to T1562.001-Impair Defenses-Disable or modify tools?,The vulnerabilities related to T1562.001-Impair Defenses-Disable or modify tools include nan.
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: default action set to allow any threat (PowerShell),800 or 4103 or 4104,,What does it mean when Defender: default action set to allow any threat (PowerShell) appears in logs?,"When 'Defender: default action set to allow any threat (PowerShell)' appears in logs, it indicates an occurrence of Event ID(s) 800 or 4103 or 4104 under tactic TA0005-Defense Evasion and technique T1562.001-Impair Defenses-Disable or modify tools."
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: default action set to allow any threat (PowerShell),800 or 4103 or 4104,,In which scenarios might Defender: default action set to allow any threat (PowerShell) be detected?,"'Defender: default action set to allow any threat (PowerShell)' might be detected in scenarios involving the T1562.001-Impair Defenses-Disable or modify tools technique under the TA0005-Defense Evasion tactic, possibly related to threat(s) nan."
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: default action set to allow any threat (PowerShell),800 or 4103 or 4104,,What behavior indicates the use of T1562.001-Impair Defenses-Disable or modify tools?,"The behavior indicating the use of T1562.001-Impair Defenses-Disable or modify tools includes events such as 'Defender: default action set to allow any threat (PowerShell)', often marked by Event ID(s) 800 or 4103 or 4104."
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: default action set to allow any threat (PowerShell),800 or 4103 or 4104,,What patterns might signify T1562.001-Impair Defenses-Disable or modify tools activity?,"Patterns that may signify T1562.001-Impair Defenses-Disable or modify tools activity include log entries of Event ID(s) 800 or 4103 or 4104, particularly descriptions like 'Defender: default action set to allow any threat (PowerShell)'."
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: default action set to allow any threat (PowerShell),800 or 4103 or 4104,,How can an organization respond to detections of Defender: default action set to allow any threat (PowerShell)?,Organizations can respond to detections of 'Defender: default action set to allow any threat (PowerShell)' by monitoring Event ID(s) 800 or 4103 or 4104 and implementing mitigations against T1562.001-Impair Defenses-Disable or modify tools.
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: default action set to allow any threat (PowerShell),800 or 4103 or 4104,,What preventive actions can reduce the risk of T1562.001-Impair Defenses-Disable or modify tools?,Preventive actions that can reduce the risk of T1562.001-Impair Defenses-Disable or modify tools include proactive monitoring for Defender: default action set to allow any threat (PowerShell) and event ID(s) 800 or 4103 or 4104.
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: exclusion added (native),5007,,What events indicate Defender: exclusion added (native)?,The events that indicate 'Defender: exclusion added (native)' include Event ID(s) 5007.
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: exclusion added (native),5007,,Which Event ID(s) should be monitored for Defender: exclusion added (native)?,"To monitor for 'Defender: exclusion added (native)', look for Event ID(s) 5007."
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: exclusion added (native),5007,,Which tools or threats are associated with the technique T1562.001-Impair Defenses-Disable or modify tools?,The tools or threats associated with T1562.001-Impair Defenses-Disable or modify tools include nan.
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: exclusion added (native),5007,,What vulnerabilities are related to T1562.001-Impair Defenses-Disable or modify tools?,The vulnerabilities related to T1562.001-Impair Defenses-Disable or modify tools include nan.
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: exclusion added (native),5007,,What does it mean when Defender: exclusion added (native) appears in logs?,"When 'Defender: exclusion added (native)' appears in logs, it indicates an occurrence of Event ID(s) 5007 under tactic TA0005-Defense Evasion and technique T1562.001-Impair Defenses-Disable or modify tools."
TA0005-Defense Evasion,T1562.001-Impair Defenses-Disable or modify tools,Defender: exclusion added (native),5007,,In which scenarios might Defender: exclusion added (native) be detected?,"'Defender: exclusion added (native)' might be detected in scenarios involving the T1562.001-Impair Defenses-Disable or modify tools technique under the TA0005-Defense Evasion tactic, possibly related to threat(s) nan."
